epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9073333144187927,9.999999747378752e-05,0.27521950006484985,0.923799991607666,0.23520991206169128
1,0.948377788066864,9.999999747378752e-05,0.1500009000301361,0.9350000023841858,0.203853577375412
2,0.9647777676582336,9.999999747378752e-05,0.10214396566152573,0.9390000104904175,0.18565475940704346
3,0.976711094379425,9.999999747378752e-05,0.07008533179759979,0.9394000172615051,0.19674193859100342
4,0.9796888828277588,9.999999747378752e-05,0.06121267378330231,0.9441999793052673,0.17638859152793884
5,0.9841111302375793,9.999999747378752e-05,0.04688786715269089,0.9345999956130981,0.2634788453578949
6,0.9873999953269958,9.999999747378752e-05,0.038705576211214066,0.9301999807357788,0.25562605261802673
