epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8900666832923889,9.999999747378752e-05,0.3254643380641937,0.902999997138977,0.28543317317962646
1,0.9383999705314636,9.999999747378752e-05,0.1783231943845749,0.9150000214576721,0.2510583996772766
2,0.9737555384635925,4.999999873689376e-05,0.07467877864837646,0.9222000241279602,0.2817865014076233
