epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.8305555582046509,0.0010000000474974513,0.49024730920791626,0.8866000175476074,0.3253774046897888
1,0.88108891248703,0.0010000000474974513,0.34178438782691956,0.9092000126838684,0.2754564583301544
2,0.8931999802589417,0.0010000000474974513,0.3135725259780884,0.9088000059127808,0.275301992893219
3,0.8928889036178589,0.0010000000474974513,0.3105400502681732,0.9111999869346619,0.26311248540878296
4,0.8968889117240906,0.0010000000474974513,0.29999199509620667,0.9132000207901001,0.2715659737586975
5,0.8996888995170593,0.0010000000474974513,0.2932920753955841,0.9107999801635742,0.2575418949127197
6,0.8975111246109009,0.0010000000474974513,0.30030643939971924,0.9061999917030334,0.27479663491249084
7,0.8989555835723877,0.0010000000474974513,0.2949977517127991,0.9101999998092651,0.2791994512081146
