epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.9276000261306763,0.20520728826522827,0.9376000165939331,0.18161959946155548,9.999999747378752e-06
2,0.9556000232696533,0.12688861787319183,0.9476000070571899,0.1660986691713333,9.999999747378752e-06
3,0.9697333574295044,0.08707750588655472,0.9470000267028809,0.1702376902103424,9.999999747378752e-06
4,0.9798666834831238,0.05882309004664421,0.9490000009536743,0.18597912788391113,9.999999747378752e-06
5,0.9895111322402954,0.031357541680336,0.951200008392334,0.19056068360805511,4.999999873689376e-06
