epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.8117333054542542,0.570132315158844,0.849399983882904,0.4284864366054535,0.0010000000474974513
2,0.8596000075340271,0.41710489988327026,0.8705999851226807,0.37287232279777527,0.0010000000474974513
3,0.8666889071464539,0.393482506275177,0.8676000237464905,0.3718337416648865,0.0010000000474974513
4,0.8705111145973206,0.375077486038208,0.8790000081062317,0.3557831048965454,0.0010000000474974513
5,0.8743555545806885,0.3680165708065033,0.8849999904632568,0.33927997946739197,0.0010000000474974513
