epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
1,0.8363333344459534,0.4758884906768799,0.8912000060081482,0.31906944513320923,0.0010000000474974513
2,0.8874222040176392,0.32618293166160583,0.9070000052452087,0.27995482087135315,0.0010000000474974513
3,0.8952666521072388,0.30630573630332947,0.9093999862670898,0.269428551197052,0.0010000000474974513
4,0.8969555497169495,0.29719647765159607,0.9106000065803528,0.2661689519882202,0.0010000000474974513
5,0.9003555774688721,0.2850307822227478,0.9132000207901001,0.25406643748283386,0.0010000000474974513
