d_loss,g_loss
1.1323710680007935,2.8321752548217773
0.30331912636756897,4.195095062255859
0.15417589247226715,3.6875038146972656
0.09660414606332779,4.66299295425415
0.04931318014860153,5.188967704772949
0.05829141288995743,4.735944747924805
0.049074530601501465,4.839916229248047
0.050401054322719574,5.246233940124512
0.07162715494632721,4.929044723510742
0.08879251778125763,5.311098098754883
0.07231102883815765,4.951838493347168
0.07308775186538696,4.441150665283203
0.08082957565784454,6.473509311676025
0.0642431378364563,5.312620639801025
0.043452076613903046,5.3761982917785645
0.0503217875957489,6.345060348510742
0.07387281954288483,3.5665078163146973
0.2814381718635559,10.35940933227539
2.2013120651245117,0.796333372592926
1.9473559856414795,4.573749542236328
0.11850760877132416,6.049866676330566
0.32310882210731506,4.2621660232543945
0.3284453749656677,2.5641732215881348
0.436418354511261,4.843744277954102
0.35521453619003296,4.498444557189941
0.24252614378929138,2.9570207595825195
0.4452970623970032,4.541520118713379
0.440760999917984,2.153883934020996
0.5022546052932739,4.338168621063232
0.5900354981422424,0.9997594356536865
0.8353332877159119,5.532076835632324
1.032608151435852,1.548072338104248
0.5069049596786499,2.967134952545166
0.23182538151741028,4.01934814453125
0.36079150438308716,2.2286477088928223
0.32259413599967957,3.106081008911133
0.25920596718788147,2.7258129119873047
0.2707740068435669,2.6347496509552
0.3142840266227722,3.0695528984069824
0.31438779830932617,2.03511905670166
0.3746788501739502,3.393106460571289
0.4963536262512207,0.600208044052124
1.2670601606369019,7.584977626800537
3.6160566806793213,0.9715216159820557
0.698733925819397,1.8011362552642822
0.4371058940887451,3.3868837356567383
0.6452832221984863,1.1200635433197021
0.658726155757904,3.1762278079986572
0.5911586284637451,1.4049230813980103
0.49015113711357117,2.716508388519287
0.46442368626594543,2.232999086380005
0.437073290348053,1.8766295909881592
0.5489262342453003,1.981461524963379
0.517845630645752,1.8488463163375854
0.444990336894989,1.9509851932525635
0.5830028057098389,2.0605075359344482
0.5117431879043579,1.364809274673462
0.7503341436386108,4.797077178955078
2.0063891410827637,0.048341043293476105
3.638219118118286,3.39871883392334
1.1202560663223267,1.7487701177597046
0.6057207584381104,1.212376356124878
0.7530218362808228,2.529348611831665
0.735038697719574,0.9515959024429321
0.8220086097717285,2.4694266319274902
0.753433346748352,1.02100670337677
0.7341275811195374,2.4404184818267822
0.7610735893249512,0.9333250522613525
0.8387260437011719,2.8497486114501953
0.9421312808990479,0.6539375185966492
1.0662987232208252,3.302506446838379
1.2335692644119263,0.4700827896595001
1.3856157064437866,3.179678440093994
1.117917537689209,0.8222684264183044
0.8754703402519226,1.8684163093566895
0.745252788066864,1.2994879484176636
0.665153443813324,1.7542096376419067
0.6655434370040894,1.3984272480010986
0.637715220451355,1.7432310581207275
0.6755119562149048,1.4619299173355103
0.7015104293823242,1.0539710521697998
0.7139013409614563,2.128467082977295
0.7882825136184692,0.49512630701065063
1.1796756982803345,3.8884544372558594
1.9605076313018799,0.22781643271446228
1.9634745121002197,2.8508708477020264
1.3155823945999146,0.8108876943588257
0.9229512214660645,1.7234060764312744
0.76344895362854,1.233672857284546
0.7984131574630737,1.3628076314926147
0.7139695882797241,1.4614293575286865
0.7047343254089355,1.2242945432662964
0.7927451729774475,1.6548986434936523
0.6920755505561829,0.9735524654388428
0.8372308015823364,2.4383111000061035
1.0946515798568726,0.304201602935791
1.658596158027649,3.4104156494140625
1.722074270248413,0.4719073176383972
1.1903917789459229,1.8173906803131104
0.9224279522895813,1.0754762887954712
0.7991222143173218,1.3863462209701538
0.8592349290847778,1.1173830032348633
0.8490301370620728,1.587294578552246
0.8413180708885193,0.9655084609985352
0.85276198387146,2.1457583904266357
0.907575786113739,0.5126473903656006
